index,User_ID,Cust_name,Product_ID,Gender,Age__Group,Age,Marital_Status,State_name,Zone_a,Occupation,Product_Category,Orders,Amount,age_group
45,1000728,Breyer,P00113942,F,26-35,28,0,Andhra Pradesh,Southern,Banking,Auto,1,23154,19-30
46,1002966,Jesslyn,P00121642,M,26-35,32,1,Delhi,Central,Construction,Auto,3,23103,31-40
47,1001726,Abhijit,P00105042,F,26-35,32,0,Andhra Pradesh,Southern,Retail,Auto,4,23066,31-40
48,1001404,Vineet,P00141842,F,51-55,53,0,Andhra Pradesh,Southern,IT Sector,Auto,2,23053,51-80
49,1005267,Elizabeth,P00115342,F,36-45,43,1,Andhra Pradesh,Southern,IT Sector,Auto,3,23047,41-50
50,1001884,Eugene,P00339042,F,46-50,47,0,Delhi,Central,Textile,Stationery,1,21547,41-50
51,1001804,Ishit,P00000642,F,26-35,35,0,Delhi,Central,Lawyer,Stationery,1,21533,31-40
52,1005359,Schwarz,P00302742,F,18-25,22,1,Delhi,Central,Media,Stationery,1,21503,19-30
53,1000151,Sujay,P00150342,M,26-35,34,1,Karnataka,Southern,IT Sector,Stationery,2,21495,31-40
54,1001389,Smriti,P00261542,F,26-35,33,1,Delhi,Central,Agriculture,Stationery,3,21463,31-40
55,1002665,Champaklata,P00261842,F,36-45,36,0,Delhi,Central,IT Sector,Stationery,4,21427,31-40
56,1002496,Patil,P00114042,F,51-55,52,0,Delhi,Central,IT Sector,Stationery,4,21423,51-80
57,1001442,Atharv,P00145042,M,18-25,18,1,Delhi,Central,Construction,Stationery,2,21401,Nov-18
58,1003916,Surabhi,P00003242,M,26-35,34,1,Delhi,Central,Agriculture,Stationery,4,21388,31-40
59,1001687,Bruce,P00265242,F,26-35,33,0,Maharashtra,Western,Govt,Stationery,4,21325,31-40
60,1000423,Saurabh,P00046742,M,18-25,21,0,Delhi,Central,Automobile,Stationery,2,21320,19-30
61,1002395,Vaibhavi,P00220342,F,36-45,38,1,Delhi,Central,Aviation,Stationery,2,21317,31-40
62,1004728,Larry,P00037042,F,26-35,28,0,Delhi,Central,IT Sector,Stationery,4,21293,19-30
63,1005054,Parhena,P0096542,F,36-45,37,0,Delhi,Central,Hospitality,Stationery,1,21266,31-40
64,1004489,Pete,P00216742,M,18-25,20,0,Delhi,Central,Construction,Stationery,1,21259,19-30
65,1001865,Cyra,P00213742,M,18-25,23,1,Kerala,Southern,Media,Stationery,2,21246,19-30
66,1003022,Rozendal,P00130742,F,26-35,34,0,Delhi,Central,Banking,Stationery,4,21218,31-40
67,1001657,Jack,P00248442,M,46-50,49,0,Andhra Pradesh,Southern,Govt,Stationery,2,21178,41-50
68,1003751,Victor,P00129542,M,36-45,38,1,Karnataka,Southern,Media,Stationery,1,21178,31-40
69,1000179,Debra,P00261642,F,26-35,30,0,Delhi,Central,Aviation,Stationery,4,21152,19-30
70,1000438,Bhosale,P00182542,F,18-25,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,21079,19-30
71,1003618,Keshav,P00248942,M,18-25,19,1,Maharashtra,Western,Media,Tupperware,1,21058,19-30
72,1003415,Arsheen,P00152742,M,36-45,42,0,Delhi,Central,Hospitality,Stationery,1,21039,41-50
73,1002485,Kaydos,P00302342,F,36-45,38,1,Gujarat,Western,Media,Tupperware,3,21013,31-40
74,1001495,Fjeld,P00064042,F,18-25,21,1,Delhi,Central,IT Sector,Stationery,4,21009,19-30
75,1004607,Turumella,P00173342,M,26-35,35,0,Delhi,Central,Govt,Stationery,4,20981,31-40
76,1005316,Vernon,P00278642,F,18-25,24,1,Kerala,Southern,Govt,Tupperware,4,20967,19-30
77,1000461,Connell,P00142942,M,51-55,52,1,Himachal Pradesh,Northern,Healthcare,Stationery,2,20965,51-80
78,1000154,Shami,P00306042,F,51-55,53,1,Karnataka,Southern,Textile,Footwear & Shoes,4,20965,51-80
79,1000749,Flanagan,P00114342,F,36-45,37,1,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,2,20963,31-40
80,1006040,Pond,P00271242,F,26-35,28,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20960,19-30
81,1001284,O'Brian,P00157142,M,46-50,50,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20960,41-50
82,1004269,Namrata,P00345242,F,36-45,40,0,Delhi,Central,Lawyer,Footwear & Shoes,1,20959,31-40
83,1001496,Haushalter,P00067942,F,26-35,35,1,Madhya Pradesh,Central,Chemical,Footwear & Shoes,1,20955,31-40
84,1003007,Maurice,P00191942,F,36-45,45,0,Delhi,Central,Banking,Stationery,4,20951.5,41-50
85,1004715,Snel,P00217442,F,26-35,35,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20950,31-40
86,1000306,Patrick,P00303242,F,18-25,18,0,Maharashtra,Western,Aviation,Tupperware,3,20949,Nov-18
87,1000855,Sung,P00240042,M,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,3,20948,19-30
88,1001183,Mahima,P00084842,F,36-45,43,1,Delhi,Central,Aviation,Footwear & Shoes,4,20945,41-50
89,1005954,Charlotte,P00156242,F,46-50,48,1,Karnataka,Southern,Automobile,Footwear & Shoes,2,20944,41-50
90,1005627,Anubhaw,P00123142,M,26-35,28,0,Delhi,Central,IT Sector,Stationery,1,20943,19-30
91,1002165,Black,P00260442,F,26-35,31,1,Delhi,Central,IT Sector,Footwear & Shoes,1,20938,31-40
92,1000850,Bhawna,P00319942,F,36-45,44,0,Uttar Pradesh,Central,Lawyer,Footwear & Shoes,3,20932,41-50
93,1002888,Corey-Lock,P00255842,F,26-35,34,0,Andhra Pradesh,Southern,Automobile,Tupperware,2,20930,31-40
94,1001891,Akin,P00192542,F,46-50,46,0,Uttar Pradesh,Central,Chemical,Footwear & Shoes,1,20929,41-50
95,1001019,Neil,P00259142,F,36-45,43,1,Delhi,Central,Govt,Footwear & Shoes,2,20928,41-50
96,1002306,Lisha,P00084242,M,18-25,21,1,Jharkhand,Eastern,Textile,Footwear & Shoes,3,20925,19-30
97,1001179,Amlan,P00208742,M,51-55,54,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20920,51-80
98,1004957,Inderpreet,P00163442,F,26-35,34,1,Delhi,Central,Healthcare,Footwear & Shoes,1,20914,31-40
99,1004079,Fisher,P00284742,F,36-45,44,1,Uttar Pradesh,Central,Agriculture,Footwear & Shoes,2,20914,41-50
100,1002124,Linda,P00369042,F,26-35,29,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20912,19-30
101,1004335,Aryan,P00075542,F,36-45,38,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20912,31-40
102,1000280,Kajal,P00216042,F,51-55,55,0,Delhi,Central,Hospitality,Footwear & Shoes,2,20908,51-80
103,1003311,Neola,P00142742,F,26-35,26,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20908,19-30
104,1004161,Murray,P00345642,F,46-50,46,0,Karnataka,Southern,Retail,Footwear & Shoes,4,20906,41-50
105,1005265,Sakshi,P00296242,F,46-50,48,1,Delhi,Central,Banking,Footwear & Shoes,1,,41-50
106,1004285,Bhishm,P00315842,M,36-45,38,0,Uttar Pradesh,Central,Food Processing,Footwear & Shoes,3,20900,31-40
107,1003265,Arti,P00184942,F,26-35,35,0,Uttar Pradesh,Central,Food Processing,Stationery,1,20883,31-40
108,1003396,Akshay,P00178242,F,26-35,31,1,Delhi,Central,Textile,Footwear & Shoes,4,20875,31-40
109,1002380,Swati,P00124642,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20874,19-30
110,1002059,Mathew,P00114142,F,36-45,41,0,Karnataka,Southern,IT Sector,Footwear & Shoes,1,20874,41-50
111,1001335,Kushal,P00108942,F,36-45,42,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20873,41-50
112,1004838,Luxemburg,P00062842,F,46-50,49,0,Delhi,Central,Lawyer,Footwear & Shoes,3,20870,41-50
113,1000549,Sharda,P00113542,F,26-35,31,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20865,31-40
114,1001954,Steele,P00294542,M,26-35,31,1,Jharkhand,Eastern,IT Sector,Footwear & Shoes,3,20863,31-40
115,1001912,Hazel,P00087442,F,26-35,27,0,Bihar,Eastern,Automobile,Tupperware,3,20860,19-30
116,1003918,Shariari,P00334242,F,26-35,32,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20855,31-40
117,1001896,Brittain,P00117142,M,55+,66,0,Uttar Pradesh,Central,Govt,Footwear & Shoes,2,20853,51-80
118,1002445,Shiva,P00184042,F,26-35,28,0,Delhi,Central,Aviation,Stationery,4,20852,19-30
119,1002279,Noah,P00368342,F,51-55,52,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20850,51-80
120,1002898,Kotsonis,P00309242,F,18-25,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847,19-30
121,1004277,Sanjay,P00315442,F,36-45,45,1,Delhi,Central,Construction,Footwear & Shoes,2,20840,41-50
122,1003576,Alejandro,P00101342,M,51-55,53,1,Maharashtra,Western,Aviation,Footwear & Shoes,4,20837,51-80
123,1003724,Devendra,P00232442,F,36-45,36,0,Delhi,Central,Aviation,Footwear & Shoes,2,20833,31-40
124,1003384,Sujay,P00033742,F,36-45,41,1,Delhi,Central,Banking,Footwear & Shoes,4,20819,41-50
125,1003051,Moren,P00288342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Tupperware,1,20816,19-30
126,1003311,Neola,P00228142,F,26-35,30,1,Karnataka,Southern,Hospitality,Footwear & Shoes,3,20815,19-30
127,1004782,Philippe,P00114942,M,46-50,46,1,Karnataka,Southern,Hospitality,Footwear & Shoes,1,20815,41-50
128,1003998,Patterson,P00232242,F,46-50,47,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20812,41-50
129,1000284,George,P00034742,F,26-35,29,0,Karnataka,Southern,Healthcare,Footwear & Shoes,2,20807,19-30
130,1000509,Rohan,P00278042,F,26-35,28,0,Delhi,Central,Banking,Footwear & Shoes,2,20805.45,19-30
131,1000838,Divyeshkumar,P00363542,M,51-55,53,1,Gujarat,Western,Hospitality,Footwear & Shoes,4,20796,51-80
132,1002060,Lynn,P00351042,M,0-17,15,0,Bihar,Eastern,Healthcare,Footwear & Shoes,4,20788,Nov-18
133,1000850,Bhawna,P00324342,M,36-45,40,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20783,31-40
134,1005522,Mitch,P00179742,F,26-35,35,1,Delhi,Central,Automobile,Footwear & Shoes,1,20770,31-40
135,1005153,Ivan,P00190242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20767,31-40
136,1002122,Avila,P00161442,F,36-45,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,1,20767,31-40
137,1000984,Ben,P00248142,F,51-55,52,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,20757,51-80
138,1005220,Amlan,P00209842,F,26-35,27,1,Delhi,Central,Aviation,Footwear & Shoes,2,20752,19-30
139,1001202,Diwakar,P00205442,F,36-45,45,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20752,41-50
140,1006014,Sharelle,P00183142,F,46-50,48,0,Karnataka,Southern,Aviation,Footwear & Shoes,4,20751,41-50
141,1005111,Amisha,P00177842,F,36-45,38,0,Uttar Pradesh,Central,Media,Footwear & Shoes,4,20751,31-40
142,1004227,William,P00059242,F,26-35,33,1,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20745,31-40
143,1004937,Ferrer,P00112842,F,36-45,40,1,Uttar Pradesh,Central,Media,Footwear & Shoes,2,20744,31-40
144,1005600,Muskan,P00085242,M,46-50,47,0,Haryana,Northern,Automobile,Tupperware,1,20739,41-50
145,1000791,Stuart,P00127842,M,36-45,44,1,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20739,41-50
146,1003888,Beth,P00242742,F,46-50,46,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20729,41-50
147,1006016,Sauptik,P00183742,F,46-50,50,0,Delhi,Central,Aviation,Footwear & Shoes,4,20714,41-50
148,1000604,Pistek,P00304642,F,46-50,49,0,Karnataka,Southern,Healthcare,Footwear & Shoes,4,20712,41-50
149,1000173,Muhammed,P00057642,F,26-35,29,1,Uttar Pradesh,Central,Banking,Tupperware,1,20707,19-30
150,1004284,Piyam,P00032042,F,51-55,53,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20705,51-80
151,1002994,Hemant,P00000142,F,36-45,42,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,2,20691,41-50
152,1004016,Dowd,P00123842,M,51-55,51,1,Uttar Pradesh,Central,Aviation,Furniture,3,20689,51-80
153,1005788,Bixby,P00130642,F,26-35,26,1,Karnataka,Southern,Banking,Footwear & Shoes,2,20688,19-30
154,1001184,Brandow,P00146342,M,26-35,30,0,Maharashtra,Western,Media,Footwear & Shoes,4,20678,19-30
155,1000053,Howell,P00120442,F,26-35,33,1,Karnataka,Southern,Aviation,Footwear & Shoes,4,20677,31-40
156,1002511,Ananya,P00148642,M,26-35,34,0,Kerala,Southern,Chemical,Furniture,1,20677,31-40
157,1004377,Sibella,P00298942,M,26-35,26,0,Karnataka,Southern,Retail,Footwear & Shoes,3,20676,19-30
158,1005481,Wale,P00277642,F,46-50,46,0,Maharashtra,Western,Govt,Furniture,1,20673,41-50
159,1003940,Kritika,P00159442,F,36-45,36,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20669,31-40
160,1000687,Neola,P00344542,M,26-35,26,0,Delhi,Central,Chemical,Tupperware,4,20668,19-30
161,1000889,Parth,P00021842,F,46-50,50,1,Delhi,Central,Lawyer,Footwear & Shoes,1,20668,41-50
162,1000167,Brooke,P00322142,M,26-35,32,0,Maharashtra,Western,Food Processing,Furniture,2,20666,31-40
163,1003094,Pelletier,P00223642,F,36-45,41,1,Karnataka,Southern,Retail,Footwear & Shoes,1,20664,41-50
164,1000157,Michelle,P00117842,F,36-45,43,0,Karnataka,Southern,Automobile,Footwear & Shoes,3,20661,41-50
165,1001015,Bharat,P00109842,M,36-45,40,0,Delhi,Central,Food Processing,Footwear & Shoes,3,20660,31-40
166,1003468,Divyansh,P00059442,F,26-35,26,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20659,19-30
167,1002251,Raglin,P00337442,F,36-45,36,1,Delhi,Central,Media,Footwear & Shoes,1,20659,31-40
168,1003085,Natalie,P00267542,F,26-35,32,0,Delhi,Central,IT Sector,Footwear & Shoes,4,20657,31-40
169,1002592,Nikita,P00356842,F,51-55,51,0,Maharashtra,Western,Media,Tupperware,2,20644,51-80
170,1001298,Siddharth,P00349142,F,36-45,36,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,1,20642,31-40
171,1002537,Cindy,P00359242,M,36-45,42,1,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,20641,41-50
172,1005538,Kartik,P00269542,F,46-50,49,1,Karnataka,Southern,Banking,Footwear & Shoes,1,,41-50
173,1000971,Savi,P00016542,F,26-35,32,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,20628,31-40
174,1003081,Kalyani,P00218642,F,26-35,32,0,Uttarakhand,Central,Food Processing,Furniture,1,20623,31-40
175,1003635,Calhoun,P00273042,F,51-55,54,0,Delhi,Central,Retail,Footwear & Shoes,4,20620,51-80
176,1001030,Selesnick,P00162442,F,26-35,33,0,Karnataka,Southern,Chemical,Footwear & Shoes,4,20619,31-40
177,1003311,Neola,P00180442,F,26-35,29,0,Delhi,Central,IT Sector,Footwear & Shoes,3,20608,19-30
178,1003416,Vaibhavi,P00100642,F,26-35,27,1,Uttarakhand,Central,Media,Furniture,4,20608,19-30
179,1004573,Cari,P00071442,M,51-55,51,1,Haryana,Northern,Aviation,Furniture,4,20607,51-80
180,1004179,Sink,P00100842,M,36-45,43,1,Karnataka,Southern,Textile,Furniture,1,20607,41-50
181,1005661,Geld,P00148042,M,26-35,31,0,Maharashtra,Western,Healthcare,Tupperware,1,20606,31-40
182,1001736,Martinez,P00227942,M,55+,72,1,Uttar Pradesh,Central,Textile,Footwear & Shoes,2,20603,51-80
183,1003401,Ameesha,P00120342,F,36-45,39,0,Maharashtra,Western,IT Sector,Footwear & Shoes,2,20602,31-40
184,1002899,McCarthy,P00193642,M,36-45,42,1,Karnataka,Southern,Automobile,Footwear & Shoes,1,20600,41-50
185,1002860,Chad,P00033942,F,36-45,40,0,Delhi,Central,IT Sector,Footwear & Shoes,1,20598,31-40
186,1004362,Prichep,P00015742,F,26-35,26,1,Karnataka,Southern,Chemical,Footwear & Shoes,3,20598,19-30
187,1001147,Lanier,P00296642,F,26-35,27,0,Kerala,Southern,IT Sector,Tupperware,3,20598,19-30
188,1004953,Sukrith,P00015542,F,36-45,39,0,Kerala,Southern,Healthcare,Furniture,3,20595.99,31-40
189,1005884,Elliston,P00112542,F,18-25,25,1,Kerala,Southern,Banking,Furniture,2,20594,19-30
190,1002765,Bergman,P00127942,F,51-55,55,0,Madhya Pradesh,Central,Aviation,Footwear & Shoes,2,20589,51-80
191,1005140,Arthur,P00157642,F,26-35,29,0,Delhi,Central,Healthcare,Footwear & Shoes,1,20588,19-30
192,1003697,Toch,P00250342,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,4,20586,19-30
193,1002041,Dahlen,P00115142,M,26-35,31,1,Madhya Pradesh,Central,Banking,Furniture,3,20586,31-40
194,1003726,Randy,P00274042,F,26-35,34,1,Karnataka,Southern,Lawyer,Footwear & Shoes,2,20581,31-40
195,1001803,Pradeep,P00249642,F,26-35,33,1,Maharashtra,Western,Chemical,Footwear & Shoes,2,20579,31-40
196,1005814,Aayushi,P00113442,M,26-35,30,1,Karnataka,Southern,IT Sector,Furniture,4,20573,19-30
197,1004901,Aparajita,P00120242,F,26-35,29,0,Delhi,Central,Banking,Footwear & Shoes,4,20572,19-30
198,1003563,Becky,P00249842,F,26-35,34,0,Kerala,Southern,Healthcare,Furniture,4,20570,31-40
199,1002793,Aniket,P00207742,F,36-45,42,1,Maharashtra,Western,Govt,Tupperware,3,20569,41-50
200,1003283,Gute,P00233542,M,36-45,38,1,Delhi,Central,Textile,Footwear & Shoes,3,20566,31-40
201,1004279,Soumya,P00032142,F,26-35,28,1,Uttar Pradesh,Central,Banking,Furniture,1,20558,19-30
202,1003211,Jason,P00211242,M,51-55,54,0,Gujarat,Western,Construction,Furniture,4,20550,51-80
203,1000216,Gjertsen,P00323042,F,46-50,47,1,Delhi,Central,Aviation,Footwear & Shoes,2,20549,41-50
204,1003618,Keshav,P00233442,M,18-25,19,0,Bihar,Eastern,Aviation,Footwear & Shoes,2,20548,19-30
205,1004354,Zydlo,P00153142,F,36-45,41,0,Delhi,Central,Govt,Footwear & Shoes,3,20547,41-50
206,1000793,Staavos,P00068042,M,36-45,41,0,Karnataka,Southern,Healthcare,Furniture,1,20546,41-50
207,1003690,Fein,P0099242,F,18-25,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544,19-30
208,1004122,Aastha,P00118142,F,18-25,23,0,Kerala,Southern,Hospitality,Furniture,1,20543,19-30
209,1003503,Lloyd,P00344842,F,18-25,25,0,Madhya Pradesh,Central,Govt,Furniture,3,20540,19-30
210,1001004,Kirkland,P00036342,M,26-35,34,0,Delhi,Central,Retail,Footwear & Shoes,1,20536,31-40
211,1000390,Trafton,P00319042,M,26-35,29,0,Haryana,Northern,Automobile,Footwear & Shoes,4,20536,19-30
212,1003099,Shahid,P00127542,F,26-35,26,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20536,19-30
213,1002201,Dodson,P00127642,F,55+,83,1,Madhya Pradesh,Central,Govt,Furniture,1,20533,
214,1002271,Redmond,P00193542,F,51-55,55,0,Gujarat,Western,Aviation,Tupperware,1,20529,51-80
215,1004327,Payne,P00153842,F,36-45,37,1,Karnataka,Southern,IT Sector,Footwear & Shoes,4,20525,31-40
216,1001835,Jamie,P00304942,F,26-35,34,1,Delhi,Central,Chemical,Footwear & Shoes,4,20516,31-40
217,1004979,Kennedy,P00346042,F,36-45,39,1,Karnataka,Southern,Media,Footwear & Shoes,1,20509,31-40
218,1004819,Swetha,P00269642,F,36-45,41,1,Delhi,Central,Automobile,Footwear & Shoes,1,20508,41-50
219,1001861,Eno,P00295842,F,51-55,52,0,Uttar Pradesh,Central,Aviation,Footwear & Shoes,2,20508,51-80
220,1001618,Eugene,P00109742,M,51-55,53,0,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505,51-80
221,1002330,Sumeet,P00129842,F,46-50,48,0,Delhi,Central,Aviation,Footwear & Shoes,4,20503,41-50
222,1004013,Michelle,P00182242,F,26-35,31,1,Karnataka,Southern,Chemical,Footwear & Shoes,2,20502,31-40
223,1005178,Edelman,P00346142,F,51-55,55,0,Karnataka,Southern,Healthcare,Footwear & Shoes,3,20502,51-80
224,1001162,Rose,P00057742,M,36-45,40,1,Karnataka,Southern,Banking,Footwear & Shoes,4,20501,31-40
225,1004680,Ballard,P00215542,F,36-45,45,0,Delhi,Central,Textile,Footwear & Shoes,1,20500,41-50
226,1005108,Erica,P00158742,M,26-35,26,0,Himachal Pradesh,Northern,Aviation,Furniture,4,20495,19-30
227,1002181,Sweta,P00363342,F,26-35,27,1,Karnataka,Southern,Banking,Footwear & Shoes,1,20493,19-30
228,1004485,Jim,P00339842,F,26-35,35,0,Kerala,Southern,Media,Furniture,2,20492,31-40
229,1006040,Pond,P00111142,F,26-35,27,0,Karnataka,Southern,Food Processing,Footwear & Shoes,2,20488,19-30
230,1003272,Pinky,P00324642,M,36-45,42,1,Delhi,Central,IT Sector,Footwear & Shoes,2,20486,41-50
231,1001757,Eleni,P0095542,F,26-35,28,1,Karnataka,Southern,Textile,Footwear & Shoes,1,20486,19-30
232,1001969,Klamczynski,P00160042,M,26-35,28,0,Delhi,Central,Chemical,Footwear & Shoes,1,20484,19-30
233,1003694,Bellavance,P00115942,F,26-35,35,0,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,20483,31-40
234,1004064,Skach,P0097142,F,46-50,48,0,Delhi,Central,Banking,Footwear & Shoes,2,20476,41-50
235,1004829,Gary,P00146042,F,26-35,28,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,20471,19-30
236,1000549,Sharda,P00147042,F,26-35,26,0,Kerala,Southern,Banking,Furniture,1,20469,19-30
237,1003245,Zeldin,P00351242,F,18-25,21,0,Uttarakhand,Central,Govt,Furniture,1,20468,19-30
238,1005137,Murdock,P00187342,F,18-25,19,1,Haryana,Northern,Automobile,Tupperware,2,20464,19-30
239,1003259,Wardle,P00054242,M,18-25,20,0,Himachal Pradesh,Northern,Healthcare,Furniture,2,20463,19-30
